month,day_or_index,month_id,theme,motif,category,difficulty,selection_phase,availability,display_title,display_title_key,internal_id,asset_file_name,palette_count,grid_size,estimated_minutes,sort_order,prompt,notes
4,6,month-04,fresh_start_spring,bunny_pencil,objects,easy,early,always,Bunny Pencil,,daily_04_006_bunny_pencil_easy,daily_04_006_bunny_pencil_easy,5,32,5,3406,"simple bunny pencil sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
4,7,month-04,fresh_start_spring,daisy_pin,plants,easy,early,always,Daisy Pin,,daily_04_007_daisy_pin_easy,daily_04_007_daisy_pin_easy,6,32,6,3407,"simple daisy pin sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
4,8,month-04,fresh_start_spring,sprout_mug,plants,easy,early,always,Sprout Mug,,daily_04_008_sprout_mug_easy,daily_04_008_sprout_mug_easy,4,32,4,3408,"simple sprout mug sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
4,9,month-04,fresh_start_spring,striped_kite,seasonal,easy,early,always,Striped Kite,,daily_04_009_striped_kite_easy,daily_04_009_striped_kite_easy,5,32,5,3409,"simple striped kite sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
4,10,month-04,fresh_start_spring,tiny_bee,animals,easy,early,always,Tiny Bee,,daily_04_010_tiny_bee_easy,daily_04_010_tiny_bee_easy,6,32,6,3410,"simple tiny bee sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
4,11,month-04,fresh_start_spring,flower_cart,plants,medium,mid,always,Flower Cart,,daily_04_011_flower_cart_medium,daily_04_011_flower_cart_medium,8,32,8,3411,"simple flower cart sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,12,month-04,fresh_start_spring,tulip_ribbon,plants,medium,mid,always,Tulip Ribbon,,daily_04_012_tulip_ribbon_medium,daily_04_012_tulip_ribbon_medium,9,32,9,3412,"simple tulip ribbon sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 9 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,13,month-04,fresh_start_spring,checkered_lunchbox,objects,medium,mid,always,Checkered Lunchbox,,daily_04_013_checkered_lunchbox_medium,daily_04_013_checkered_lunchbox_medium,7,32,7,3413,"simple checkered lunchbox sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,14,month-04,fresh_start_spring,clover_brooch,plants,medium,mid,always,Clover Brooch,,daily_04_014_clover_brooch_medium,daily_04_014_clover_brooch_medium,8,32,8,3414,"simple clover brooch sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,15,month-04,fresh_start_spring,robin_branch,animals,medium,mid,always,Robin Branch,,daily_04_015_robin_branch_medium,daily_04_015_robin_branch_medium,6,32,6,3415,"simple robin branch sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,16,month-04,fresh_start_spring,cloud_pouch,objects,medium,mid,always,Cloud Pouch,,daily_04_016_cloud_pouch_medium,daily_04_016_cloud_pouch_medium,7,32,7,3416,"simple cloud pouch sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,17,month-04,fresh_start_spring,daffodil_lamp,objects,medium,mid,always,Daffodil Lamp,,daily_04_017_daffodil_lamp_medium,daily_04_017_daffodil_lamp_medium,7,32,7,3417,"simple daffodil lamp sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,18,month-04,fresh_start_spring,notebook_duck,animals,medium,mid,always,Notebook Duck,,daily_04_018_notebook_duck_medium,daily_04_018_notebook_duck_medium,8,32,8,3418,"simple notebook duck sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,19,month-04,fresh_start_spring,ladybug_cap,animals,medium,mid,always,Ladybug Cap,,daily_04_019_ladybug_cap_medium,daily_04_019_ladybug_cap_medium,6,32,6,3419,"simple ladybug cap sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,20,month-04,fresh_start_spring,blossom_jam,food,medium,mid,always,Blossom Jam,,daily_04_020_blossom_jam_medium,daily_04_020_blossom_jam_medium,7,32,7,3420,"simple blossom jam sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,21,month-04,fresh_start_spring,green_bicycle,objects,medium,late,always,Green Bicycle,,daily_04_021_green_bicycle_medium,daily_04_021_green_bicycle_medium,8,32,8,3421,"simple green bicycle sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,22,month-04,fresh_start_spring,plant_tag,objects,medium,late,always,Plant Tag,,daily_04_022_plant_tag_medium,daily_04_022_plant_tag_medium,9,32,9,3422,"simple plant tag sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 9 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,23,month-04,fresh_start_spring,spring_teapot,food,medium,late,always,Spring Teapot,,daily_04_023_spring_teapot_medium,daily_04_023_spring_teapot_medium,6,32,6,3423,"simple spring teapot sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,24,month-04,fresh_start_spring,pastel_camera,objects,medium,late,always,Pastel Camera,,daily_04_024_pastel_camera_medium,daily_04_024_pastel_camera_medium,7,32,7,3424,"simple pastel camera sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
4,25,month-04,fresh_start_spring,seedling_pot,plants,hard,late,always,Seedling Pot,,daily_04_025_seedling_pot_hard,daily_04_025_seedling_pot_hard,9,32,8,3425,"simple seedling pot sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 9 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
4,26,month-04,fresh_start_spring,butterfly_net,objects,hard,late,always,Butterfly Net,,daily_04_026_butterfly_net_hard,daily_04_026_butterfly_net_hard,10,32,9,3426,"simple butterfly net sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 10 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
4,27,month-04,fresh_start_spring,ribbon_scissors,objects,hard,late,always,Ribbon Scissors,,daily_04_027_ribbon_scissors_hard,daily_04_027_ribbon_scissors_hard,11,32,10,3427,"simple ribbon scissors sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 11 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
4,28,month-04,fresh_start_spring,carrot_cake,objects,hard,late,always,Carrot Cake,,daily_04_028_carrot_cake_hard,daily_04_028_carrot_cake_hard,12,32,11,3428,"simple carrot cake sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 12 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
4,29,month-04,fresh_start_spring,lamb_plush,animals,hard,late,always,Lamb Plush,,daily_04_029_lamb_plush_hard,daily_04_029_lamb_plush_hard,13,32,12,3429,"simple lamb plush sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 13 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
4,30,month-04,fresh_start_spring,bloom_basket,objects,hard,late,always,Bloom Basket,,daily_04_030_bloom_basket_hard,daily_04_030_bloom_basket_hard,14,32,13,3430,"simple bloom basket sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 14 colors, fresh yellow, leaf green, sky blue, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
5,1,month-05,picnic_greenery,carp_streamer,objects,easy,early,always,Carp Streamer,,daily_05_001_carp_streamer_easy,daily_05_001_carp_streamer_easy,4,32,4,3501,"simple carp streamer sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,2,month-05,picnic_greenery,kabuto_helmet,objects,easy,early,always,Kabuto Helmet,,daily_05_002_kabuto_helmet_easy,daily_05_002_kabuto_helmet_easy,5,32,5,3502,"simple kabuto helmet sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,3,month-05,picnic_greenery,picnic_basket,objects,easy,early,always,Picnic Basket,,daily_05_003_picnic_basket_easy,daily_05_003_picnic_basket_easy,5,32,5,3503,"simple picnic basket sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,4,month-05,picnic_greenery,lemon_soda,food,easy,early,always,Lemon Soda,,daily_05_004_lemon_soda_easy,daily_05_004_lemon_soda_easy,6,32,6,3504,"simple lemon soda sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,5,month-05,picnic_greenery,young_leaf,plants,easy,early,always,Young Leaf,,daily_05_005_young_leaf_easy,daily_05_005_young_leaf_easy,4,32,4,3505,"simple young leaf sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,6,month-05,picnic_greenery,strawberry_sandwich,food,easy,early,always,Strawberry Sandwich,,daily_05_006_strawberry_sandwich_easy,daily_05_006_strawberry_sandwich_easy,5,32,5,3506,"simple strawberry sandwich sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,7,month-05,picnic_greenery,clover_windmill,plants,easy,early,always,Clover Windmill,,daily_05_007_clover_windmill_easy,daily_05_007_clover_windmill_easy,6,32,6,3507,"simple clover windmill sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,8,month-05,picnic_greenery,blue_sky_kite,seasonal,easy,early,always,Blue Sky Kite,,daily_05_008_blue_sky_kite_easy,daily_05_008_blue_sky_kite_easy,4,32,4,3508,"simple blue sky kite sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,9,month-05,picnic_greenery,garden_snail,animals,easy,early,always,Garden Snail,,daily_05_009_garden_snail_easy,daily_05_009_garden_snail_easy,5,32,5,3509,"simple garden snail sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,10,month-05,picnic_greenery,iris_bloom,plants,easy,early,always,Iris Bloom,,daily_05_010_iris_bloom_easy,daily_05_010_iris_bloom_easy,6,32,6,3510,"simple iris bloom sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,11,month-05,picnic_greenery,bamboo_flute,plants,easy,mid,always,Bamboo Flute,,daily_05_011_bamboo_flute_easy,daily_05_011_bamboo_flute_easy,5,32,5,3511,"simple bamboo flute sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
5,12,month-05,picnic_greenery,sunny_cap,objects,medium,mid,always,Sunny Cap,,daily_05_012_sunny_cap_medium,daily_05_012_sunny_cap_medium,9,32,9,3512,"simple sunny cap sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 9 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,13,month-05,picnic_greenery,honey_toast,food,medium,mid,always,Honey Toast,,daily_05_013_honey_toast_medium,daily_05_013_honey_toast_medium,7,32,7,3513,"simple honey toast sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,14,month-05,picnic_greenery,birdhouse,animals,medium,mid,always,Birdhouse,,daily_05_014_birdhouse_medium,daily_05_014_birdhouse_medium,8,32,8,3514,"simple birdhouse sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,15,month-05,picnic_greenery,daisy_crown,animals,medium,mid,always,Daisy Crown,,daily_05_015_daisy_crown_medium,daily_05_015_daisy_crown_medium,6,32,6,3515,"simple daisy crown sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,16,month-05,picnic_greenery,leaf_boat,plants,medium,mid,always,Leaf Boat,,daily_05_016_leaf_boat_medium,daily_05_016_leaf_boat_medium,7,32,7,3516,"simple leaf boat sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,17,month-05,picnic_greenery,fresh_tea,food,medium,mid,always,Fresh Tea,,daily_05_017_fresh_tea_medium,daily_05_017_fresh_tea_medium,7,32,7,3517,"simple fresh tea sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,18,month-05,picnic_greenery,striped_blanket,objects,medium,mid,always,Striped Blanket,,daily_05_018_striped_blanket_medium,daily_05_018_striped_blanket_medium,8,32,8,3518,"simple striped blanket sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,19,month-05,picnic_greenery,squirrel_nut,animals,medium,mid,always,Squirrel Nut,,daily_05_019_squirrel_nut_medium,daily_05_019_squirrel_nut_medium,6,32,6,3519,"simple squirrel nut sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,20,month-05,picnic_greenery,apple_juice,food,medium,mid,always,Apple Juice,,daily_05_020_apple_juice_medium,daily_05_020_apple_juice_medium,7,32,7,3520,"simple apple juice sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,21,month-05,picnic_greenery,frog_cap,animals,medium,late,always,Frog Cap,,daily_05_021_frog_cap_medium,daily_05_021_frog_cap_medium,8,32,8,3521,"simple frog cap sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,22,month-05,picnic_greenery,market_radish,objects,medium,late,always,Market Radish,,daily_05_022_market_radish_medium,daily_05_022_market_radish_medium,9,32,9,3522,"simple market radish sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 9 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,23,month-05,picnic_greenery,flower_wagon,plants,medium,late,always,Flower Wagon,,daily_05_023_flower_wagon_medium,daily_05_023_flower_wagon_medium,6,32,6,3523,"simple flower wagon sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,24,month-05,picnic_greenery,picnic_thermos,objects,medium,late,always,Picnic Thermos,,daily_05_024_picnic_thermos_medium,daily_05_024_picnic_thermos_medium,7,32,7,3524,"simple picnic thermos sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,25,month-05,picnic_greenery,rainbow_pin,seasonal,medium,late,always,Rainbow Pin,,daily_05_025_rainbow_pin_medium,daily_05_025_rainbow_pin_medium,8,32,8,3525,"simple rainbow pin sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
5,26,month-05,picnic_greenery,seed_packet,plants,hard,late,always,Seed Packet,,daily_05_026_seed_packet_hard,daily_05_026_seed_packet_hard,10,32,9,3526,"simple seed packet sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 10 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
5,27,month-05,picnic_greenery,bike_bell,objects,hard,late,always,Bike Bell,,daily_05_027_bike_bell_hard,daily_05_027_bike_bell_hard,11,32,10,3527,"simple bike bell sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 11 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
5,28,month-05,picnic_greenery,sandwich_box,food,hard,late,always,Sandwich Box,,daily_05_028_sandwich_box_hard,daily_05_028_sandwich_box_hard,12,32,11,3528,"simple sandwich box sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 12 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
5,29,month-05,picnic_greenery,wind_sock,objects,hard,late,always,Wind Sock,,daily_05_029_wind_sock_hard,daily_05_029_wind_sock_hard,13,32,12,3529,"simple wind sock sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 13 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
5,30,month-05,picnic_greenery,garden_gloves,objects,hard,late,always,Garden Gloves,,daily_05_030_garden_gloves_hard,daily_05_030_garden_gloves_hard,14,32,13,3530,"simple garden gloves sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 14 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
5,31,month-05,picnic_greenery,ladybug_picnic,animals,hard,late,always,Ladybug Picnic,,daily_05_031_ladybug_picnic_hard,daily_05_031_ladybug_picnic_hard,9,32,8,3531,"simple ladybug picnic sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 9 colors, leaf green, koi red, sky blue, and honey yellow palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
6,1,month-06,rainy_season,raindrop,seasonal,easy,early,always,Raindrop,,daily_06_001_raindrop_easy,daily_06_001_raindrop_easy,4,32,4,3601,"simple raindrop sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
6,2,month-06,rainy_season,hydrangea,plants,easy,early,always,Hydrangea,,daily_06_002_hydrangea_easy,daily_06_002_hydrangea_easy,5,32,5,3602,"simple hydrangea sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
6,3,month-06,rainy_season,frog_umbrella,animals,easy,early,always,Frog Umbrella,,daily_06_003_frog_umbrella_easy,daily_06_003_frog_umbrella_easy,5,32,5,3603,"simple frog umbrella sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
6,4,month-06,rainy_season,snail_leaf,animals,easy,early,always,Snail Leaf,,daily_06_004_snail_leaf_easy,daily_06_004_snail_leaf_easy,6,32,6,3604,"simple snail leaf sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
6,5,month-06,rainy_season,rain_boots,objects,easy,early,always,Rain Boots,,daily_06_005_rain_boots_easy,daily_06_005_rain_boots_easy,4,32,4,3605,"simple rain boots sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
6,6,month-06,rainy_season,puddle_duck,animals,easy,early,always,Puddle Duck,,daily_06_006_puddle_duck_easy,daily_06_006_puddle_duck_easy,5,32,5,3606,"simple puddle duck sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
6,7,month-06,rainy_season,lily_cup,plants,easy,early,always,Lily Cup,,daily_06_007_lily_cup_easy,daily_06_007_lily_cup_easy,6,32,6,3607,"simple lily cup sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
6,8,month-06,rainy_season,umbrella_bouquet,objects,easy,early,always,Umbrella Bouquet,,daily_06_008_umbrella_bouquet_easy,daily_06_008_umbrella_bouquet_easy,4,32,4,3608,"simple umbrella bouquet sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
6,9,month-06,rainy_season,misty_window,objects,easy,early,always,Misty Window,,daily_06_009_misty_window_easy,daily_06_009_misty_window_easy,5,32,5,3609,"simple misty window sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
